description,industry,level,size,line_code,value
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Other manufacturing,2,total,C1404.03,102
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount","Electricity, gas, water, & waste services",1,total,C1404.03,42
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Construction,1,total,C1404.03,1329
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Wholesale trade,1,total,C1404.03,924
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Machinery & equipment wholesaling,2,total,C1404.03,276
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Other wholesale trade,2,total,C1404.03,645
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Retail trade,1,total,C1404.03,1164
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Accommodation & food services,1,total,C1404.03,1305
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount","Transport, postal, & warehousing",1,total,C1404.03,351
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Information media & telecommunications,1,total,C1404.03,117
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Publishing,2,total,C1404.03,48
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Motion picture,2,total,C1404.03,27
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Telecommunications,2,total,C1404.03,39
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Financial & insurance services,1,total,C1404.03,177
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Finance,2,total,C1404.03,63
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Insurance,2,total,C1404.03,9
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Auxiliary,2,total,C1404.03,108
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount","Rental, hiring, & real estate services",1,total,C1404.03,216
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount","Professional, scientific, & technical services",1,total,C1404.03,1485
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Computer systems design,2,total,C1404.03,300
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Other professional scientific,2,total,C1404.03,1188
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Administrative & support services,1,total,C1404.03,462
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Education & training,1,total,C1404.03,189
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Health care & social assistance,1,total,C1404.03,564
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Arts & recreation services,1,total,C1404.03,159
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",Other services,1,total,C1404.03,453
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a moderate amount",total,0,total,C1404.03,10884
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",total,0,6–19 employees,C1404.04,2736
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",total,0,20–49 employees,C1404.04,855
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",total,0,50–99 employees,C1404.04,330
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",total,0,100+ employees,C1404.04,384
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal","Agriculture, forestry, & fishing",1,total,C1404.04,222
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Agriculture,2,total,C1404.04,132
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Commercial fishing,2,total,C1404.04,0
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Forestry & logging,2,total,C1404.04,27
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal","Agriculture, forestry, & fishing support services",2,total,C1404.04,63
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Mining,1,total,C1404.04,12
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Manufacturing,1,total,C1404.04,480
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal","Food, beverage, & tobacco",2,total,C1404.04,90
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal","Textile, clothing, footwear, & leather",2,total,C1404.04,33
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Wood & paper product,2,total,C1404.04,45
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal","Printing, publishing, & recorded media",2,total,C1404.04,30
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal","Petroleum, coal, chemical, & associated product",2,total,C1404.04,48
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Non-metallic mineral product,2,total,C1404.04,30
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Metal product,2,total,C1404.04,87
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Transport and industrial machinery & equipment,2,total,C1404.04,48
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Other machinery & equipment,2,total,C1404.04,30
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Other manufacturing,2,total,C1404.04,33
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal","Electricity, gas, water, & waste services",1,total,C1404.04,18
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Construction,1,total,C1404.04,231
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Wholesale trade,1,total,C1404.04,366
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Machinery & equipment wholesaling,2,total,C1404.04,150
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Other wholesale trade,2,total,C1404.04,213
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Retail trade,1,total,C1404.04,543
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Accommodation & food services,1,total,C1404.04,420
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal","Transport, postal, & warehousing",1,total,C1404.04,183
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Information media & telecommunications,1,total,C1404.04,87
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Publishing,2,total,C1404.04,30
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Motion picture,2,total,C1404.04,21
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Telecommunications,2,total,C1404.04,36
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Financial & insurance services,1,total,C1404.04,108
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Finance,2,total,C1404.04,30
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Insurance,2,total,C1404.04,12
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Auxiliary,2,total,C1404.04,66
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal","Rental, hiring, & real estate services",1,total,C1404.04,192
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal","Professional, scientific, & technical services",1,total,C1404.04,702
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Computer systems design,2,total,C1404.04,177
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Other professional scientific,2,total,C1404.04,528
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Administrative & support services,1,total,C1404.04,177
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Education & training,1,total,C1404.04,51
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Health care & social assistance,1,total,C1404.04,390
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Arts & recreation services,1,total,C1404.04,54
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",Other services,1,total,C1404.04,57
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - a great deal",total,0,total,C1404.04,4302
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",total,0,6–19 employees,C1404.05,3057
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",total,0,20–49 employees,C1404.05,477
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",total,0,50–99 employees,C1404.05,102
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",total,0,100+ employees,C1404.05,87
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know","Agriculture, forestry, & fishing",1,total,C1404.05,342
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Agriculture,2,total,C1404.05,228
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Commercial fishing,2,total,C1404.05,6
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Forestry & logging,2,total,C1404.05,18
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know","Agriculture, forestry, & fishing support services",2,total,C1404.05,90
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Mining,1,total,C1404.05,15
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Manufacturing,1,total,C1404.05,369
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know","Food, beverage, & tobacco",2,total,C1404.05,120
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know","Textile, clothing, footwear, & leather",2,total,C1404.05,18
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Wood & paper product,2,total,C1404.05,42
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know","Printing, publishing, & recorded media",2,total,C1404.05,9
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know","Petroleum, coal, chemical, & associated product",2,total,C1404.05,24
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Non-metallic mineral product,2,total,C1404.05,9
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Metal product,2,total,C1404.05,69
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Transport and industrial machinery & equipment,2,total,C1404.05,39
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Other machinery & equipment,2,total,C1404.05,9
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Other manufacturing,2,total,C1404.05,33
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know","Electricity, gas, water, & waste services",1,total,C1404.05,9
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Construction,1,total,C1404.05,408
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Wholesale trade,1,total,C1404.05,192
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Machinery & equipment wholesaling,2,total,C1404.05,60
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Other wholesale trade,2,total,C1404.05,132
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Retail trade,1,total,C1404.05,408
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Accommodation & food services,1,total,C1404.05,1119
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know","Transport, postal, & warehousing",1,total,C1404.05,108
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Information media & telecommunications,1,total,C1404.05,30
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Publishing,2,total,C1404.05,0
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Motion picture,2,total,C1404.05,18
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Telecommunications,2,total,C1404.05,12
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Financial & insurance services,1,total,C1404.05,18
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Finance,2,total,C1404.05,15
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Insurance,2,total,C1404.05,3
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Auxiliary,2,total,C1404.05,3
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know","Rental, hiring, & real estate services",1,total,C1404.05,63
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know","Professional, scientific, & technical services",1,total,C1404.05,162
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Computer systems design,2,total,C1404.05,33
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Other professional scientific,2,total,C1404.05,132
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Administrative & support services,1,total,C1404.05,117
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Education & training,1,total,C1404.05,66
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Health care & social assistance,1,total,C1404.05,159
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Arts & recreation services,1,total,C1404.05,12
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",Other services,1,total,C1404.05,120
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? availability of new technology - don't know",total,0,total,C1404.05,3723
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",total,0,6–19 employees,C1405.01,5784
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",total,0,20–49 employees,C1405.01,1095
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",total,0,50–99 employees,C1405.01,282
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",total,0,100+ employees,C1405.01,147
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all","Agriculture, forestry, & fishing",1,total,C1405.01,594
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Agriculture,2,total,C1405.01,420
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Commercial fishing,2,total,C1405.01,12
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Forestry & logging,2,total,C1405.01,30
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all","Agriculture, forestry, & fishing support services",2,total,C1405.01,132
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Mining,1,total,C1405.01,12
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Manufacturing,1,total,C1405.01,903
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all","Food, beverage, & tobacco",2,total,C1405.01,159
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all","Textile, clothing, footwear, & leather",2,total,C1405.01,69
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Wood & paper product,2,total,C1405.01,114
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all","Printing, publishing, & recorded media",2,total,C1405.01,63
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all","Petroleum, coal, chemical, & associated product",2,total,C1405.01,72
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Non-metallic mineral product,2,total,C1405.01,24
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Metal product,2,total,C1405.01,165
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Transport and industrial machinery & equipment,2,total,C1405.01,105
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Other machinery & equipment,2,total,C1405.01,42
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Other manufacturing,2,total,C1405.01,87
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all","Electricity, gas, water, & waste services",1,total,C1405.01,12
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Construction,1,total,C1405.01,639
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Wholesale trade,1,total,C1405.01,525
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Machinery & equipment wholesaling,2,total,C1405.01,159
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Other wholesale trade,2,total,C1405.01,363
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Retail trade,1,total,C1405.01,957
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Accommodation & food services,1,total,C1405.01,846
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all","Transport, postal, & warehousing",1,total,C1405.01,234
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Information media & telecommunications,1,total,C1405.01,102
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Publishing,2,total,C1405.01,36
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Motion picture,2,total,C1405.01,36
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Telecommunications,2,total,C1405.01,27
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Financial & insurance services,1,total,C1405.01,48
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Finance,2,total,C1405.01,27
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Insurance,2,total,C1405.01,3
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Auxiliary,2,total,C1405.01,21
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all","Rental, hiring, & real estate services",1,total,C1405.01,168
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all","Professional, scientific, & technical services",1,total,C1405.01,960
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Computer systems design,2,total,C1405.01,216
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Other professional scientific,2,total,C1405.01,747
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Administrative & support services,1,total,C1405.01,366
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Education & training,1,total,C1405.01,177
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Health care & social assistance,1,total,C1405.01,456
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Arts & recreation services,1,total,C1405.01,93
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",Other services,1,total,C1405.01,207
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - not at all",total,0,total,C1405.01,7308
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",total,0,6–19 employees,C1405.02,7668
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",total,0,20–49 employees,C1405.02,1971
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",total,0,50–99 employees,C1405.02,579
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",total,0,100+ employees,C1405.02,489
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount","Agriculture, forestry, & fishing",1,total,C1405.02,726
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",Agriculture,2,total,C1405.02,459
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",Commercial fishing,2,total,C1405.02,12
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",Forestry & logging,2,total,C1405.02,54
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount","Agriculture, forestry, & fishing support services",2,total,C1405.02,204
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",Mining,1,total,C1405.02,21
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",Manufacturing,1,total,C1405.02,1392
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount","Food, beverage, & tobacco",2,total,C1405.02,237
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount","Textile, clothing, footwear, & leather",2,total,C1405.02,90
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",Wood & paper product,2,total,C1405.02,144
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount","Printing, publishing, & recorded media",2,total,C1405.02,108
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount","Petroleum, coal, chemical, & associated product",2,total,C1405.02,75
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",Non-metallic mineral product,2,total,C1405.02,45
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",Metal product,2,total,C1405.02,279
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",Transport and industrial machinery & equipment,2,total,C1405.02,246
"Thinking about the last 2 financial years, to what extent do each of the following influence whether changes are made to how this business is run? complying with regulations - a small amount",Other machinery & equipment,2,total,C1405.02,66
